"ID","datetime","content","label"
"583406139561250816","Wed Apr 01 23:10:37 +0000 2015","Drug giant 'blocks' eye treatment ","bbchealth"
"583398284166733824","Wed Apr 01 22:39:24 +0000 2015","Blood test for Down's syndrome hailed ","bbchealth"
"583398283441119232","Wed Apr 01 22:39:24 +0000 2015","VIDEO: 'We must plan for future of NHS' ","bbchealth"
"583054276848582656","Tue Mar 31 23:52:26 +0000 2015","Paracetamol ‘no good for back pain' ","bbchealth"
"583054275237978112","Tue Mar 31 23:52:26 +0000 2015","Care system 'gets biggest shake-up' ","bbchealth"
"583054274554245120","Tue Mar 31 23:52:26 +0000 2015","VIDEO: Could existing drugs offer MS hope? ","bbchealth"
"582968831796207616","Tue Mar 31 18:12:55 +0000 2015","MS drug 'may already be out there' ","bbchealth"
"582824135799140352","Tue Mar 31 08:37:56 +0000 2015","VIDEO: Nursing code of conduct launched ","bbchealth"
"582807922549256192","Tue Mar 31 07:33:31 +0000 2015","VIDEO: Disability village 'under threat' ","bbchealth"
"582729504533049344","Tue Mar 31 02:21:55 +0000 2015","Uganda circumcision truck fights HIV ","bbchealth"
"582687699485622272","Mon Mar 30 23:35:48 +0000 2015","More veterans seek mental health aid ","bbchealth"
"582687698772623360","Mon Mar 30 23:35:47 +0000 2015","E-cigarette use 'high among teens' ","bbchealth"
"582554028736843776","Mon Mar 30 14:44:38 +0000 2015","Medieval eye remedy 'kills MRSA' ","bbchealth"
"582323221908709376","Sun Mar 29 23:27:29 +0000 2015","Parents rarely spot child obesity ","bbchealth"
"582167316806287360","Sun Mar 29 13:07:59 +0000 2015","VIDEO: Vaccine to protect from meningitis B ","bbchealth"
"581988293006344192","Sun Mar 29 01:16:36 +0000 2015","Chikungunya revives herbal remedies in Antigua ","bbchealth"
"581988292343635968","Sun Mar 29 01:16:36 +0000 2015","The Bolivian women who knit parts for hearts ","bbchealth"
"581988291639021568","Sun Mar 29 01:16:36 +0000 2015","Meningitis B vaccine deal agreed ","bbchealth"
"581977670692388864","Sun Mar 29 00:34:23 +0000 2015","VIDEO: Life-saving knitters ","bbchealth"
"581971363017007104","Sun Mar 29 00:09:20 +0000 2015","Guinea declares Ebola 'emergency' ","bbchealth"
"581866645477412864","Sat Mar 28 17:13:13 +0000 2015","VIDEO: BMA warning on 'seven-day NHS' plan ","bbchealth"
"581641608959037440","Sat Mar 28 02:19:00 +0000 2015","'Rise in child mental health issues' ","bbchealth"
"581641608023560192","Sat Mar 28 02:19:00 +0000 2015","Tories to pledge 'seven-day NHS' ","bbchealth"
"581634265885999104","Sat Mar 28 01:49:49 +0000 2015","VIDEO: Military healthcare worker free of Ebola ","bbchealth"
"581516484465152000","Fri Mar 27 18:01:48 +0000 2015","NHS: Labour's private profits cap ","bbchealth"
"581491891964755968","Fri Mar 27 16:24:05 +0000 2015","British medic declared free of Ebola ","bbchealth"
"581430125406769152","Fri Mar 27 12:18:39 +0000 2015","Labour to cap private profits in NHS ","bbchealth"
"581412942505115648","Fri Mar 27 11:10:22 +0000 2015","Sierra Leone in Ebola lockdown ","bbchealth"
"581362817833398272","Fri Mar 27 07:51:11 +0000 2015","VIDEO: Sitting down poses health risk ","bbchealth"
"581317068831637504","Fri Mar 27 04:49:24 +0000 2015","VIDEO: Diarrhoea killing poorest children ","bbchealth"
"581278941442240512","Fri Mar 27 02:17:53 +0000 2015","Office workers 'too sedentary' ","bbchealth"
"581278940599173120","Fri Mar 27 02:17:53 +0000 2015","NHS medical accidents unit 'needed' ","bbchealth"
"581278939869421568","Fri Mar 27 02:17:53 +0000 2015","Fitness linked to lower cancer risk ","bbchealth"
"581126531411398656","Thu Mar 26 16:12:16 +0000 2015","Indiana emergency for HIV 'epidemic' ","bbchealth"
"581085280116953088","Thu Mar 26 13:28:21 +0000 2015","First Europe non-beating heart swap ","bbchealth"
"581023418461462528","Thu Mar 26 09:22:32 +0000 2015","VIDEO: What makes a healthy high street? ","bbchealth"
"581011618693132288","Thu Mar 26 08:35:39 +0000 2015","VIDEO: NHS England 'deteriorating' ","bbchealth"
"580990290644729856","Thu Mar 26 07:10:54 +0000 2015","VIDEO: 'Sport must act on mental health' ","bbchealth"
"580934925391523840","Thu Mar 26 03:30:54 +0000 2015","'Unhealthiest High Streets' revealed ","bbchealth"
"580917156436533248","Thu Mar 26 02:20:17 +0000 2015","NHS problems worst 'since 1990s' ","bbchealth"
"580917155459252224","Thu Mar 26 02:20:17 +0000 2015","DNA of 'an entire nation' assessed ","bbchealth"
"580844938654437376","Wed Mar 25 21:33:19 +0000 2015","Ebola 'more deadly' in young children ","bbchealth"
"580644387417264128","Wed Mar 25 08:16:24 +0000 2015","Contaminated blood probe report due ","bbchealth"
"580563917786750976","Wed Mar 25 02:56:39 +0000 2015","Antibiotic use linked to diabetes ","bbchealth"
"580550996977405952","Wed Mar 25 02:05:18 +0000 2015","Approach to obesity 'inexplicable' ","bbchealth"
"580550994687336448","Wed Mar 25 02:05:17 +0000 2015","Air pollution 'link to stroke risk' ","bbchealth"
"580430006679134208","Tue Mar 24 18:04:32 +0000 2015","Ex-carers 'too little travel time' ","bbchealth"
"580430003944460288","Tue Mar 24 18:04:31 +0000 2015","Three IVF cycles a 'no-brainer' ","bbchealth"
"580348121164611584","Tue Mar 24 12:39:09 +0000 2015","Has Ebola focus led to other killer diseases being ignored? ","bbchealth"
"580330999541682176","Tue Mar 24 11:31:06 +0000 2015","Preventive surgery for cancer genes ","bbchealth"
"580297380173459456","Tue Mar 24 09:17:31 +0000 2015","VIDEO: How one US school is battling obesity ","bbchealth"
"580280816879546368","Tue Mar 24 08:11:42 +0000 2015","Angelina Jolie has ovaries removed ","bbchealth"
"580265686762557440","Tue Mar 24 07:11:35 +0000 2015","VIDEO: Dr Radha's guide to a healthy diet ","bbchealth"
"580209041055440896","Tue Mar 24 03:26:29 +0000 2015","Methadone programme 'a black hole' ","bbchealth"
"580209040313057280","Tue Mar 24 03:26:29 +0000 2015","Hospital mental health absences rise ","bbchealth"
"580045723342761984","Mon Mar 23 16:37:31 +0000 2015","VIDEO: Could cannabis oil cure cancer? ","bbchealth"
"580045722554273792","Mon Mar 23 16:37:31 +0000 2015","'Eat rice cold for fewer calories' ","bbchealth"
"579993544187723776","Mon Mar 23 13:10:11 +0000 2015","UK medics 'had humanitarian motives' ","bbchealth"
"579976887465742336","Mon Mar 23 12:04:00 +0000 2015","VIDEO: Half of children 'not eating healthily' ","bbchealth"
"579953349790842880","Mon Mar 23 10:30:28 +0000 2015","Ashya King 'free of brain cancer' ","bbchealth"
"579914329471905792","Mon Mar 23 07:55:25 +0000 2015","VIDEO: Charity slams global Ebola response ","bbchealth"
"579874731895046144","Mon Mar 23 05:18:04 +0000 2015","Hospital staff 'act above pay grade' ","bbchealth"
"579846572655054848","Mon Mar 23 03:26:10 +0000 2015","Disease-carrying mosquitoes warning ","bbchealth"
"579846571518398464","Mon Mar 23 03:26:10 +0000 2015","How Ebola changed the world ","bbchealth"
"579846570834673664","Mon Mar 23 03:26:10 +0000 2015","Early call for Ebola help 'ignored' ","bbchealth"
"579476223958487040","Sun Mar 22 02:54:32 +0000 2015","Asia's deadly secret: The scourge of the betel nut ","bbchealth"
"579262778772307968","Sat Mar 21 12:46:23 +0000 2015","VIDEO: Hunt 'hopeful' of Men B jab deal ","bbchealth"
"579216074110976000","Sat Mar 21 09:40:48 +0000 2015","VIDEO: Criticism of Men B vaccine delay ","bbchealth"
"579122818937278464","Sat Mar 21 03:30:14 +0000 2015","Campaigners make Men B vaccine plea ","bbchealth"
"578929663235358720","Fri Mar 20 14:42:42 +0000 2015","VIDEO: Conned IVF husband wins damages ","bbchealth"
"578863091569422336","Fri Mar 20 10:18:10 +0000 2015","VIDEO: What can make you happy? ","bbchealth"
"578799146284367872","Fri Mar 20 06:04:04 +0000 2015","Mental health budgets 'cut by 8%' ","bbchealth"
"578763362697236480","Fri Mar 20 03:41:53 +0000 2015","'Ebola-proof' tablet device developed ","bbchealth"
"578614634426470400","Thu Mar 19 17:50:53 +0000 2015","VIDEO: Young carer Elle describes challenges ","bbchealth"
"578538639270944768","Thu Mar 19 12:48:54 +0000 2015","VIDEO: Toxic smog prompts health warning ","bbchealth"
"578521837535031296","Thu Mar 19 11:42:09 +0000 2015","'Half of children have tooth decay' ","bbchealth"
"578392182001836032","Thu Mar 19 03:06:56 +0000 2015","Blood test 'could cut antibiotics' ","bbchealth"
"578245454342680576","Wed Mar 18 17:23:54 +0000 2015","New global fund for tobacco control ","bbchealth"
"578227755038351360","Wed Mar 18 16:13:34 +0000 2015","Doctors in 'no confidence' vote ","bbchealth"
"578030445591302144","Wed Mar 18 03:09:32 +0000 2015","Morbidly obese could get free flu jab ","bbchealth"
"578030445050269696","Wed Mar 18 03:09:32 +0000 2015","Breastfeeding 'linked to higher IQ' ","bbchealth"
"578030444769251328","Wed Mar 18 03:09:31 +0000 2015","Privately-run hospital scheme 'poor' ","bbchealth"
"578030444332986368","Wed Mar 18 03:09:31 +0000 2015","Morbidly obese could get free flu jab ","bbchealth"
"578030444026826752","Wed Mar 18 03:09:31 +0000 2015","Has the war on drugs been lost? ","bbchealth"
"578030443624165376","Wed Mar 18 03:09:31 +0000 2015","Has the war on drugs been lost? ","bbchealth"
"577860749214666752","Tue Mar 17 15:55:13 +0000 2015","'Selfie danger' during solar eclipse ","bbchealth"
"577825347107860480","Tue Mar 17 13:34:32 +0000 2015","VIDEO: Child mental health services 'broken' ","bbchealth"
"577825346331889664","Tue Mar 17 13:34:32 +0000 2015","Dentist probe patients contract virus ","bbchealth"
"577800846164914176","Tue Mar 17 11:57:11 +0000 2015","VIDEO: Why did my partner take his own life? ","bbchealth"
"577800658352365568","Tue Mar 17 11:56:26 +0000 2015","NHS trust put into special measures ","bbchealth"
"577800657605828608","Tue Mar 17 11:56:26 +0000 2015","VIDEO: Burnham on mental health 'scandal' ","bbchealth"
"577800656863371264","Tue Mar 17 11:56:26 +0000 2015","VIDEO: 'Pharmacists are extremely skilled' ","bbchealth"
"577744543681933312","Tue Mar 17 08:13:27 +0000 2015","VIDEO: Child mental health 'needs overhaul' ","bbchealth"
"577744543006662656","Tue Mar 17 08:13:27 +0000 2015","VIDEO: Pharmacists 'should support GPs' ","bbchealth"
"577630861090131968","Tue Mar 17 00:41:43 +0000 2015","'Army of pharmacists' to help GPs ","bbchealth"
"577630860096118784","Tue Mar 17 00:41:43 +0000 2015","Child mental health 'faces overhaul' ","bbchealth"
"577449953452126208","Mon Mar 16 12:42:52 +0000 2015","Ebola: Seventh Brit sent home ","bbchealth"
"577419471905681408","Mon Mar 16 10:41:44 +0000 2015","VIDEO: Mother warns over Meningitis W ","bbchealth"
"577382554774310912","Mon Mar 16 08:15:02 +0000 2015","'Flying doctors' fleet unveiled ","bbchealth"
"577382554103222272","Mon Mar 16 08:15:02 +0000 2015","Inactive child 'will be couch potato' ","bbchealth"
"577291280369090560","Mon Mar 16 02:12:21 +0000 2015","Pioneering surgery 'saves bowels' ","bbchealth"
"576976341200842752","Sun Mar 15 05:20:54 +0000 2015","Parents face special needs 'lottery' ","bbchealth"
"576940420350885888","Sun Mar 15 02:58:09 +0000 2015","Lack of sleep 'link to diabetes' ","bbchealth"
"576919367981535232","Sun Mar 15 01:34:30 +0000 2015","'Improve end-of-life care for all' ","bbchealth"
"576839617577529344","Sat Mar 14 20:17:36 +0000 2015","VIDEO: Mental health spending boost ","bbchealth"
"576626826828648448","Sat Mar 14 06:12:03 +0000 2015","Mental health 'to get funding boost' ","bbchealth"
"576581969103847424","Sat Mar 14 03:13:48 +0000 2015","Testosterone boost 'could cut deaths' ","bbchealth"
"576538410971631616","Sat Mar 14 00:20:43 +0000 2015","VIDEO: The art of microbes ","bbchealth"
"576442244531519488","Fri Mar 13 17:58:35 +0000 2015","VIDEO: Hospitals 'struggling' with A&amp;E targets ","bbchealth"
"576442243797491712","Fri Mar 13 17:58:35 +0000 2015","First 'successful' penis transplant ","bbchealth"
"576391333520142336","Fri Mar 13 14:36:17 +0000 2015","VIDEO: British Ebola workers under observation ","bbchealth"
"576391332471537664","Fri Mar 13 14:36:17 +0000 2015","Scarlet fever cases reach new high ","bbchealth"
"576374038592815104","Fri Mar 13 13:27:33 +0000 2015","Vaccine plan for meningitis rise ","bbchealth"
"576374037770719232","Fri Mar 13 13:27:33 +0000 2015","How bad has winter been for the NHS? ","bbchealth"
"576349890013372416","Fri Mar 13 11:51:36 +0000 2015","A&amp;E target missed whole of winter ","bbchealth"
"576326503958384640","Fri Mar 13 10:18:40 +0000 2015","Union calls 'incident' move a stunt ","bbchealth"
"576318700468355072","Fri Mar 13 09:47:40 +0000 2015","VIDEO: 'My daughter might not have died' ","bbchealth"
"576318698903855104","Fri Mar 13 09:47:39 +0000 2015","Measles fear for Ebola-hit countries ","bbchealth"
"576237200905392128","Fri Mar 13 04:23:49 +0000 2015","Best hospitals 'now struggling' ","bbchealth"
"576082434338332672","Thu Mar 12 18:08:50 +0000 2015","VIDEO: Sir Terry Pratchett's legacy to research ","bbchealth"
"575911197217677312","Thu Mar 12 06:48:23 +0000 2015","RAF flight to help UK Ebola patient ","bbchealth"
"575811943363018752","Thu Mar 12 00:14:00 +0000 2015","MPs criticise England cancer services ","bbchealth"
"575811942725484544","Thu Mar 12 00:13:59 +0000 2015","Why not introduce more NHS charges? ","bbchealth"
"575733376331599872","Wed Mar 11 19:01:48 +0000 2015","The NHS - a powerhouse for new medicines? ","bbchealth"
"575717029673443328","Wed Mar 11 17:56:50 +0000 2015","UK military health worker has Ebola ","bbchealth"
"575700738459881472","Wed Mar 11 16:52:06 +0000 2015","MPs back standardised cigarette packs ","bbchealth"
"575700737323216896","Wed Mar 11 16:52:06 +0000 2015","Brain injury birth mum awarded £5m ","bbchealth"
"575683226250833920","Wed Mar 11 15:42:31 +0000 2015","Are anti-smoking measures working? ","bbchealth"
"575683225567125504","Wed Mar 11 15:42:31 +0000 2015","VIDEO: Lucas questions NHS spending priorities ","bbchealth"
"575639794790756352","Wed Mar 11 12:49:56 +0000 2015","Using legal highs 'got worse and worse' ","bbchealth"
"575467669828169728","Wed Mar 11 01:25:58 +0000 2015","Cigarette plain packaging vote due ","bbchealth"
"575456489155915776","Wed Mar 11 00:41:33 +0000 2015","VIDEO: Living with early-onset Alzheimer's ","bbchealth"
"575285787593338880","Tue Mar 10 13:23:14 +0000 2015","Starting gun 'fired' on new NHS ","bbchealth"
"575268182417522688","Tue Mar 10 12:13:17 +0000 2015","VIDEO: Menopause 'not supported in workplaces' ","bbchealth"
"575102247924711424","Tue Mar 10 01:13:55 +0000 2015","HRT-users 'may risk clots and stroke' ","bbchealth"
"574968589570043904","Mon Mar 09 16:22:48 +0000 2015","Hunt for new obesity pills ","bbchealth"
"574882975118028800","Mon Mar 09 10:42:36 +0000 2015","Are Rwandans healthier than the English? ","bbchealth"
"574767232238014464","Mon Mar 09 03:02:41 +0000 2015","Warning over young diabetics' health ","bbchealth"
"574767231462080512","Mon Mar 09 03:02:41 +0000 2015","C-section rates 'vary widely' in EU ","bbchealth"
"574407194961039360","Sun Mar 08 03:12:01 +0000 2015","Frankie the dog ‘sniffs out cancer’ ","bbchealth"
"574058889936658432","Sat Mar 07 04:07:59 +0000 2015","NHS 'whistleblower' demands new job ","bbchealth"
"573988972927451136","Fri Mar 06 23:30:10 +0000 2015","'No restrictions' on Ebola nurse ","bbchealth"
"573949643375054848","Fri Mar 06 20:53:53 +0000 2015","VIDEO: New mental health rights proposed ","bbchealth"
"573856022428696576","Fri Mar 06 14:41:52 +0000 2015","Low-fat diet 'burns more fat' ","bbchealth"
"573691146146160640","Fri Mar 06 03:46:42 +0000 2015","Disrupting chemicals ‘cost billions’ ","bbchealth"
"573682736147251200","Fri Mar 06 03:13:17 +0000 2015","New mental health rights proposed ","bbchealth"
"573655295827693568","Fri Mar 06 01:24:15 +0000 2015","VIDEO: Child star with Down's syndrome back on TV ","bbchealth"
"573647723712262144","Fri Mar 06 00:54:09 +0000 2015","End 'fixation' with A&amp;E wait target ","bbchealth"
"573579795683913728","Thu Mar 05 20:24:14 +0000 2015","VIDEO: App guides blind people on the Tube ","bbchealth"
"573563306377506816","Thu Mar 05 19:18:43 +0000 2015","Technology helps visually impaired navigate the Tube ","bbchealth"
"573529327712608256","Thu Mar 05 17:03:42 +0000 2015","Prisons face smoking ban prosecution ","bbchealth"
"573434974583431168","Thu Mar 05 10:48:46 +0000 2015","VIDEO: Meningitis: 'No one should go through this pain' ","bbchealth"
"573429330765684736","Thu Mar 05 10:26:20 +0000 2015","Liberia 'Ebola-free' for one week ","bbchealth"
"573359326955364352","Thu Mar 05 05:48:10 +0000 2015","Hospital crisis hit 900 operations ","bbchealth"
"573288164665659392","Thu Mar 05 01:05:24 +0000 2015","Billions 'have untreated tooth decay' ","bbchealth"
"573288163797413888","Thu Mar 05 01:05:24 +0000 2015","Plumbers 'should report cold homes' ","bbchealth"
"573176016853602304","Wed Mar 04 17:39:46 +0000 2015","Autism appears 'largely genetic' ","bbchealth"
"573143143169716224","Wed Mar 04 15:29:08 +0000 2015","VIDEO: 'Cancer target missed for 20,000 people' ","bbchealth"
"573118626405879808","Wed Mar 04 13:51:43 +0000 2015","VIDEO: Fears for future of Ebola orphanage ","bbchealth"
"573102324085760000","Wed Mar 04 12:46:56 +0000 2015","Is another NHS scandal brewing? ","bbchealth"
"572969138622107648","Wed Mar 04 03:57:42 +0000 2015","Clegg in drug law election pledge ","bbchealth"
"572923555563757568","Wed Mar 04 00:56:34 +0000 2015","Adults get flu 'every five years' ","bbchealth"
"572923554661990400","Wed Mar 04 00:56:34 +0000 2015","Care workers 'being short changed' ","bbchealth"
"572923552262967296","Wed Mar 04 00:56:33 +0000 2015","VIDEO: The man who changed parenting ","bbchealth"
"572868515734036480","Tue Mar 03 21:17:52 +0000 2015","Tablet video game combats lazy eye ","bbchealth"
"572830826687283200","Tue Mar 03 18:48:06 +0000 2015","VIDEO: How much coffee is good for you? ","bbchealth"
"572814585809399808","Tue Mar 03 17:43:34 +0000 2015","Unison votes to accept NHS pay deal ","bbchealth"
"586266687948881921","Thu Apr 09 20:37:25 +0000 2015","Drugs need careful monitoring for expiry dates, pharmacists say ","cbchealth"
"586266687017771008","Thu Apr 09 20:37:25 +0000 2015","Sabra hummus recalled in U.S. ","cbchealth"
"586266685495214080","Thu Apr 09 20:37:24 +0000 2015","U.S. sperm bank sued by Canadian couple didn't verify donor info, executive says ","cbchealth"
"586226316820623360","Thu Apr 09 17:57:00 +0000 2015","Manitoba pharmacists want clampdown on Tylenol 1 sales ","cbchealth"
"586164344452354048","Thu Apr 09 13:50:44 +0000 2015","Mom of 7 'spooked' by vaccinations reverses stand — but then kids get sick ","cbchealth"
"586164343701508096","Thu Apr 09 13:50:44 +0000 2015","Hamilton police send mental health pros to the front lines with cops ","cbchealth"
"586143262810845184","Thu Apr 09 12:26:58 +0000 2015","Wind turbine noise linked to only 1 health issue – annoyance ","cbchealth"
"586104681849425921","Thu Apr 09 09:53:40 +0000 2015","'Wild West' of e-cigarettes sparks debate over regulation ","cbchealth"
"586104681136398337","Thu Apr 09 09:53:39 +0000 2015","Dementia patients sold unproven 'brainwave optimization' ","cbchealth"
"585923818805276672","Wed Apr 08 21:54:58 +0000 2015","Passengers on second China-Vancouver flight in 2 weeks at risk of measles ","cbchealth"
"585906983091376128","Wed Apr 08 20:48:05 +0000 2015","Check expiry dates, Health Canada advises after Alesse 21 birth control pill recall ","cbchealth"
"585855618738589696","Wed Apr 08 17:23:58 +0000 2015","Hashtagging eating disorders: help or hindrance in recovery? ","cbchealth"
"585819838821576705","Wed Apr 08 15:01:48 +0000 2015","Obama says memory of daughter's preschool asthma attacks spurs climate change debate ","cbchealth"
"585731543282376704","Wed Apr 08 09:10:56 +0000 2015","Women Into Healing accused of failing drug addicts by angry families ","cbchealth"
"585579956371066880","Tue Apr 07 23:08:35 +0000 2015","Expired Alesse birth control exposes 'deficiency' ","cbchealth"
"585513608873934848","Tue Apr 07 18:44:57 +0000 2015","Despite paying top dollar, some military mental health jobs hard to fill ","cbchealth"
"585495067135242240","Tue Apr 07 17:31:16 +0000 2015","Boy's severe peanut, fish allergies traced to blood transfusion ","cbchealth"
"585454356285169664","Tue Apr 07 14:49:30 +0000 2015","Weight Watchers, Jenny Craig get best marks in diet research review ","cbchealth"
"585454355634991104","Tue Apr 07 14:49:30 +0000 2015","Cancer-stricken baby from Whitehorse awaiting liver transplant ","cbchealth"
"585434893343006720","Tue Apr 07 13:32:10 +0000 2015","Avian flu confirmed on turkey farm near Woodstock ","cbchealth"
"585434892646776832","Tue Apr 07 13:32:09 +0000 2015","Sperm donor's criminal record, schizophrenia allegedly not disclosed to couple ","cbchealth"
"585416006467624960","Tue Apr 07 12:17:07 +0000 2015","Shoppers Drug Mart mistakenly sells expired birth control pills in Western Canada ","cbchealth"
"585416005507129345","Tue Apr 07 12:17:06 +0000 2015","Fracking criticism spreads, even in Alberta and Texas ","cbchealth"
"585161891246256130","Mon Apr 06 19:27:21 +0000 2015","Fake OxyContin suspected in OD death of Moose Jaw, Sask., man ","cbchealth"
"585094682687877120","Mon Apr 06 15:00:17 +0000 2015","B.C. doctor Geoffrey Harding slain on vacation in Bahamas, family says ","cbchealth"
"585061324331159552","Mon Apr 06 12:47:44 +0000 2015","Titanium implant 'massively' improves quality of life for man who lost leg ","cbchealth"
"585018790229868544","Mon Apr 06 09:58:43 +0000 2015","Listen to Mom: Loud smartphone music can blast your hearing ","cbchealth"
"585018789357424641","Mon Apr 06 09:58:43 +0000 2015","Addiction Canada ignores government orders to pay ex-employees ","cbchealth"
"584934347465031680","Mon Apr 06 04:23:10 +0000 2015","Breast milk sold online may be contaminated with cow's milk ","cbchealth"
"584761447428685824","Sun Apr 05 16:56:08 +0000 2015","Ghana: How Canada is 'scaling up' pediatric nursing to save little lives ","cbchealth"
"584286276532117504","Sat Apr 04 09:27:58 +0000 2015","3D printing helps give girl a new face ","cbchealth"
"584082384556957696","Fri Apr 03 19:57:46 +0000 2015","Costco recalls Kirkland roasted chicken salad over Listeria concerns ","cbchealth"
"584050343132008448","Fri Apr 03 17:50:27 +0000 2015","Medieval remedy kills antibiotic-resistant MRSA superbugs ","cbchealth"
"584014978375487489","Fri Apr 03 15:29:55 +0000 2015","2 new measles cases confirmed in Metro Vancouver ","cbchealth"
"583980739605049344","Fri Apr 03 13:13:52 +0000 2015","France bans super-skinny models in effort to curb eating disorders ","cbchealth"
"583980738913009664","Fri Apr 03 13:13:52 +0000 2015","Seriously ill senior stuck in U.S. can't find a hospital bed at home in Ontario ","cbchealth"
"583980738007080960","Fri Apr 03 13:13:52 +0000 2015","Quadriplegic temporary foreign worker denied health coverage by Alberta ","cbchealth"
"583778909696593920","Thu Apr 02 23:51:52 +0000 2015","Three ways to help co-workers with depression ","cbchealth"
"583778908882935808","Thu Apr 02 23:51:52 +0000 2015","Drug-resistant intestinal illness spreads in U.S. ","cbchealth"
"583742542870515712","Thu Apr 02 21:27:22 +0000 2015","Rob Ford to have cancer surgery May 11 ","cbchealth"
"583734136172601344","Thu Apr 02 20:53:57 +0000 2015","RT @HealthCanada: Health Canada suspends two natural health product licences due to potential serious risks of male fern …","cbchealth"
"583672525147643904","Thu Apr 02 16:49:08 +0000 2015","Writing medical notes for employers a waste of time, doctor says in note that went viral ","cbchealth"
"583653443144785921","Thu Apr 02 15:33:19 +0000 2015","Fetal DNA blood test for Down syndrome more accurate but exceptions exist ","cbchealth"
"583636690306146304","Thu Apr 02 14:26:45 +0000 2015","Shortage of meat inspectors not affecting food safety, CFIA says ","cbchealth"
"583636689488183296","Thu Apr 02 14:26:44 +0000 2015","Take a tour of one of Canada's medical marijuana facilities ","cbchealth"
"583636688527724544","Thu Apr 02 14:26:44 +0000 2015","Herbicide chemical glyphosate 'probably carcinogenic,' WHO agency finds ","cbchealth"
"583636687714025472","Thu Apr 02 14:26:44 +0000 2015","Saskatchewan senior dies after eating detergent pods ","cbchealth"
"583566601695301633","Thu Apr 02 09:48:14 +0000 2015","Should your genetic test results be private? ","cbchealth"
"583398532930875392","Wed Apr 01 22:40:23 +0000 2015","More TV time may raise Type 2 diabetes risk ","cbchealth"
"583296140101079040","Wed Apr 01 15:53:31 +0000 2015","Why suicide-prevention monitoring should last longer ","cbchealth"
"583296139270561792","Wed Apr 01 15:53:31 +0000 2015","Acetaminophen for back pain brings no benefit, review concludes ","cbchealth"
"582983181630107649","Tue Mar 31 19:09:56 +0000 2015","Meat sold in Canada not inspected as well as exports: union ","cbchealth"
